customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
14,Romolo,Zecchini,antonietta99@example.org,37039936175,"Canale Marisa, 8",Lo Stradone,Maldive,84024,68,Other,2014-04-22,"3478,9160,8510"
15,Manuel,Edlinger,brunolackner@example.net,(02715) 81013 653,Gabrielweg 1/6,Leibnitz,Trinidad und Tobago,8315,45,Male,2022-12-19,"2417,4340,5769"
16,Eryk,Ciężka,oliwier89@example.com,+48 577 458 166,ulica Wojska Polskiego 63/40,Płock,Mongolia,69-191,60,Other,2012-03-12,"1547,4456,4433"
17,Ryan,Kelly,cwebster@example.org,01174960869,Flat 38B\nAlexander forest,Port Mohammad,Australia,W0H 0ZT,60,Male,2012-11-25,
18,Franz,Bühlmann,esra82@example.com,062 880 25 11,Bärstrasse 939,Meilen,Färöer,5503,24,Male,2014-03-15,"5378,6159"
19,Thibault,Ollivier,antoinetorres@example.com,+33 (0)7 38 30 52 96,"7, avenue Gosselin",Marin,Irak,72412,32,Other,2012-04-02,4977
20,Théophile,Blin,boucherhenri@example.net,+33 (0)6 33 79 32 36,"446, rue Laporte",Blanchard-sur-Mer,Irlande,37561,38,Other,2024-06-24,"9323,5230"
21,Rouven,Schaller,jennimiro@example.com,061 323 36 35,Stadelmannstrasse 7,Le Grand-Saconnex,Martinique,4048,78,Female,2015-02-14,"3724,6851"
22,Sheila,Carroll,jeremyharris@example.com,01632 960 065,Flat 52\nCarolyn motorway,Youngchester,Samoa,JE1 0LY,76,Male,2023-10-08,"3412,8585"
23,Wiktor,Rurka,patrykfularczyk@example.com,605 837 439,al. Moniuszki 89/77,Bartoszyce,Thailand,58-458,64,Other,2010-07-04,2647
24,Laurence,Mendès,qmaillot@example.com,02 37 67 64 45,"60, chemin Legros",Bertin,Svalbard et Jan Mayen (Îles),21803,22,Other,2020-09-08,"4756,6728"
25,Rita,Hornig,ebinner@example.org,+49 (0) 8052 548803,Erhard-Rohleder-Weg 246,Sankt Goar,Rumänien,90768,32,Male,2013-01-07,
26,Reinaldo,Osuna,rjodar@example.net,+34885 836 219,Paseo de Jorge Puig 306,Asturias,República Dominicana,14348,67,Male,2020-11-12,"4790,9475"
27,Alexei,Scheel,patrizia52@example.com,(04780) 607129,Carla-Kaul-Ring 442,Nürtingen,Laos,44469,54,Female,2025-04-28,"5531,3470,1611"
28,Ricardo,Rupp,damian68@example.com,05206 73797 849,Wechselbergerstr. 304,Sankt Veit an der Glan,Costa Rica,6285,64,Male,2010-08-16,"6157,1648"
29,Gonçalo,Bauer,robertahermann@example.com,026 972 65 68,Schmidstrasse 1,Rüti,Burkina Faso,9615,52,Female,2021-01-16,2893
30,Lucia,Wüthrich,raffael83@example.com,052 169 74 12,Fankhauserstrasse 54,Küssnacht,Heard- und McDonald-Inseln,2190,30,Male,2014-04-28,"2901,5656"
31,Mateo,Salom,encarna78@example.com,+34 879 370 162,Glorieta Obdulia Escamilla 7 Piso 1 ,Burgos,Panamá,03248,23,Other,2011-08-13,
32,Rene,Zehnder,vania41@example.com,+41 52 518 66 01,Ritterstrasse 953,Lausanne,Haiti,2313,59,Female,2014-09-21,6454
33,Bruno,Minkiewicz,konstantykarpeta@example.net,+48 32 385 45 81,aleja Dworska 57,Łódź,Comoros,14-295,55,Female,2020-06-01,
34,H.-Dieter,Oderwald,pruschkemargot@example.org,08170 596503,Bernadette-Mälzer-Gasse 6/6,Neu-Ulm,Griechenland,40613,18,Male,2021-10-28,"9709,2551"
35,Tara,Gross,egonbianchi@example.com,043 631 87 74,Ferraristrasse 857,Lenzburg,Kuwait,4978,19,Male,2025-10-10,"7634,2061,5419"
36,Ewelina,Hnat,daniel25@example.com,698 496 699,plac Rubinowa 46,Grodzisk Mazowiecki,India,44-260,24,Other,2021-11-25,"7874,7322"
37,Constance,Joly,tbrun@example.com,05 36 68 51 11,avenue Clémence Vallet,Besnard-la-Forêt,Singapour,97467,29,Other,2021-01-19,"3036,4600,6535"
38,Victoire,Salmon,delormenoemi@example.com,+33 (0)4 37 69 72 42,"35, avenue de Barbier",Marchand,France,27475,54,Male,2025-11-19,"7165,3269,8407"
39,Anastasie,Colin,nathmathieu@example.net,+33 2 34 07 08 27,"729, avenue Blot",Renaud,Norfolk (Îles),66722,32,Male,2015-06-15,
40,Anastasios,Heser,ddoerschner@example.org,+49(0) 270635990,Gießstraße 2,Heinsberg,Polen,70474,61,Other,2012-02-18,1639
41,Kaan,Iten,elfriede99@example.org,061 294 98 81,Knechtstrasse 514,Pfäffikon,Brunei Darussalam,8988,66,Male,2011-02-28,"4288,8906"
42,Marcin,Jerzyk,mczesak@example.com,+48 799 981 410,aleja Orzeszkowej 70,Biała Podlaska,Andorra,79-810,48,Female,2020-06-06,
43,Estefanía,Folch,lilianasegovia@example.net,+34888580822,Pasadizo de Efraín Peinado 13,Santa Cruz de Tenerife,Argelia,38131,33,Male,2013-01-12,
44,Felipa,Rubio,aitanasimo@example.org,+34902 17 18 04,Via Marcelino Casares 86,La Coruña,Eritrea,40634,21,Other,2016-06-03,5069
45,Lando,Fibonacci,grecaerrani@example.net,+39 04226503822,"Viale Golgi, 7 Piano 4",Volano,Isola di Cocos (Keeling),25081,49,Other,2018-01-16,"3400,1790,9322"
46,Elżbieta,Sprawka,kpietrusiewicz@example.org,32 177 92 63,plac Browarna 787,Sieradz,Egypt,69-159,59,Male,2018-04-03,8853
47,Fabián,Macias,sanchezpia@example.net,+34863 673 060,Camino de Nazaret Saez 998 Apt. 02 ,Albacete,República Democrática Popular Lao,47672,58,Other,2013-11-21,"4446,5498,3527"
48,Regina,Ballester,navarrosofia@example.org,+34 887153373,Plaza de Abigaíl Ortega 60 Puerta 0 ,Tarragona,China,06193,50,Other,2025-05-17,2282
49,Liam,Burns,pjones@example.org,(0131)4960284,Flat 1\nLinda station,Barnettburgh,Niue,B41 6ZY,71,Female,2011-03-07,7363
50,Yvonne,Windhager,filipprinz@example.net,+43 613384179738,Magdalena-Hacker-Gasse 07,Purkersdorf,Kokosinseln,7353,38,Female,2016-09-23,1150
51,Sara,Mądrzyk,milejdawid@example.com,786 043 090,aleja Powstańców 26/52,Brzeg,New Zealand,68-127,47,Female,2016-11-18,
52,Ramona,Farré,ildefonso00@example.org,+34916367882,Avenida de Anselmo Correa 19,Zaragoza,Azerbaiyán,20367,61,Female,2022-04-01,"8021,8046,5477"
53,Błażej,Materka,leonard04@example.org,+48 578 206 948,ul. Jana Sobieskiego 19,Suwałki,CÃ´te d'Ivoire,92-424,60,Other,2021-11-20,6239
54,Torsten,Beer,rosldrubin@example.org,0630180789,Grafring 46,Torgau,Guam,28797,46,Other,2011-08-06,"3349,6102,5217"
55,Julián,Macías,odiez@example.net,+34981 21 80 03,Pasaje Mercedes Roldan 2,Cáceres,Estonia,06843,43,Other,2014-04-07,
56,Heliodoro,Vicente,tmarquez@example.org,+34 876053290,C. de Paulino Montaña 36 Puerta 1 ,León,Libia,11055,49,Male,2016-05-26,"2627,5410,5723"
57,Sonia,Pozzecco,ermenegildotiepolo@example.org,+39 3932366995,"Rotonda Bernini, 377",Montesinaro,Venezuela,63900,59,Male,2020-12-24,"9168,5489,8618"
58,Gioachino,Malacarne,armandoaccardo@example.org,+39 3511660015,"Piazza Sophia, 27",Ceresara,Danimarca,80041,19,Other,2013-12-29,"5291,9486,6216"
59,Bernadette,Fournier,prossi@example.net,+33 3 53 46 96 39,"4, avenue de Ferreira",Vincent,Brunei,72123,37,Male,2016-09-22,"9873,6572,7343"
60,Alice,Rees,megan42@example.com,(0131) 496 0719,Flat 06\nWade highway,New Pauline,United States of America,G93 9AE,21,Male,2010-06-14,6793
61,Hans-Christian,Pölitz,wsuessebier@example.org,+49 (0) 2642 263747,Jonas-Börner-Platz 17,Hersbruck,Benin,85762,32,Male,2019-05-27,
62,Charles,Lacroix,christelleauger@example.com,+33 4 94 22 60 48,"7, chemin Bailly",Lebrun-sur-Perret,Grèce,32184,35,Male,2010-05-21,"2246,8948"
63,Karina,Trommler,phillip76@example.com,+49(0)2007 044129,Davidsstraße 3/3,Altötting,Martinique,68475,60,Other,2019-04-29,"6342,4738,9099"
64,Serafina,Greggio,stanzini@example.com,04545252882,"Rotonda Scalfaro, 55",Castri Di Lecce,Lesotho,28011,70,Male,2011-01-06,
65,Henri,Vasseur,lucy75@example.com,0149331865,"33, avenue Chauvin",Saint Nathalie,Italie,82943,68,Female,2014-08-01,"7823,1653,8294"
66,Beda,Rüegg,maevahofmann@example.com,071 120 54 54,Eichenbergerstrasse 44,Carouge,Palau,5441,61,Male,2012-09-25,"6232,5449,3063"
67,Sara,Tolak,debniakida@example.org,663 340 463,plac Cisowa 971,Kędzierzyn-Koźle,Bahrain,39-074,71,Female,2012-01-17,"7290,5250,7620"
68,Gretchen,Nette,kunigundekensy@example.com,01800 95394,Igor-Gorlitz-Allee 835,Rastatt,Demokratische Republik Kongo,99147,40,Male,2015-10-29,7946
69,Kamila,Kurc,kabalabianka@example.net,+48 22 551 48 13,plac Cisowa 38/64,Chełm,Belize,08-973,29,Other,2025-12-22,"8272,9994,8029"
70,Swen,Zobel,yscheibe@example.org,07196839301,Mariusz-Mielcarek-Straße 4/2,Freising,Nauru,34708,47,Other,2020-01-01,1221
71,Matthias,Ruppersberger,margotdietz@example.net,(05197) 40407,Täscheallee 1/6,Osterode am Harz,Malawi,75233,28,Female,2014-09-15,
72,Joyce,Swift,huntbarbara@example.net,+44(0)116 4960031,6 Dobson place,Lake Caroleville,Belarus,E7 0UF,51,Other,2024-08-22,7816
73,Hans-Albert,Rogge,dietzilija@example.com,(06374) 852136,Schäferstr. 8,Bitterfeld,Nauru,37661,38,Female,2019-02-18,1472
74,Krista,Wohlgemut,eoderwald@example.net,01839858327,Rudolphstraße 0/3,Ludwigslust,Angola,57657,73,Other,2021-05-08,"9598,9168"
75,Joël,Schär,mtanner@example.net,041 045 19 14,Geigerstrasse 24,La Tour-de-Peilz,Ägypten,2338,63,Other,2024-02-13,"5384,9356,9953"
76,Harriet,Banks,christian70@example.com,+44(0)131 4960819,071 Harris path,North Adam,Suriname,N27 4EB,29,Other,2025-08-21,"2835,1972"
77,Valerie,Fisher,barry65@example.org,+44(0)8081570043,68 Burns orchard,Paulaberg,Grenada,G1B 3JG,75,Male,2014-04-25,
78,Veronica,Trombetta,vivianinicoletta@example.com,+39 0783730601,"Incrocio Malenchini, 30 Appartamento 8",Lido Di Classe,Portogallo,73052,59,Female,2025-05-12,"2974,8734"
79,Kristian,Köhler,lenahackl@example.com,(07663) 95772 324,Nick-Forster-Straße 140,Heidenreichstein,Kirgisistan,4916,68,Female,2017-08-07,3608
80,Jędrzej,Podsiadła,yzimon@example.net,+48 794 799 775,ulica Fiołkowa 14,Białogard,Kingdom of the Netherlands,65-486,42,Male,2023-06-08,"2316,7021"
81,Ana Sofía,Ballesteros,danielacabanas@example.org,+34 943 523 597,Rambla de Marc Pont 80 Apt. 67 ,Soria,Paraguay,47366,27,Other,2019-04-01,"5798,3190"
82,Holger,Klotz,karldehmel@example.com,+49 (0) 4300 416745,Wolfhard-Stahr-Straße 99,Nürtingen,Belarus,15971,74,Male,2016-02-16,"6247,5753,2809"
83,Annamaria,Wesack,utrommler@example.com,+49(0)9470210710,Mentzelweg 1/8,Lübben,Madagaskar,68322,32,Other,2017-09-04,"3951,2277"
84,Simona,Geiger,lya17@example.org,+41 56 399 51 24,Sigriststrasse 72,Bellinzona,Montserrat,7567,48,Male,2019-12-18,"5888,3113,3507"
85,Karl-Georg,Briemer,nuray44@example.com,(03593) 76534,Süßebierallee 6,Peine,Äthiopien,73583,29,Male,2023-08-30,"8717,8528"
86,Susan,Allen,paula10@example.com,+44(0)141 4960875,Flat 81\nRoberts pine,East Dylanborough,Armenia,IM27 1TW,21,Male,2020-07-10,7462
87,Aneta,Gehringer,khornig@example.net,+49(0)6689 111924,Inka-Holzapfel-Weg 4/4,Eutin,Liechtenstein,20674,42,Other,2020-10-12,3770
88,Lukasz,Schmid,meierluc@example.org,032 618 86 50,Schallerstrasse 423,Romanshorn,Brunei Darussalam,4444,58,Male,2025-03-21,"2266,4059"
89,Norah,Höglinger,mfuhrmann@example.com,+43 769801628556,Janine-Hemetsberger-Gasse 0,Oberpullendorf,Bouvetinsel,7856,29,Other,2024-12-21,"5478,7733"
90,Carly,Williams,claresimpson@example.net,+4429 2018607,4 Ann mountains,Lake Angelafurt,Liberia,IV53 4DZ,35,Male,2019-11-03,4491
91,Brígida,Folch,ypaez@example.com,+34839 09 55 44,Pasaje de José Sureda 77 Puerta 0 ,Teruel,Suecia,29016,79,Male,2016-06-29,"7850,8492,8369"
92,Nuno,Lustenberger,veugster@example.org,+41 71 879 09 30,Joststrasse 54,Schaffhausen,Botsuana,2701,39,Female,2022-06-05,7379
93,Stefan,Kiepura,grzegorzliss@example.com,+48 531 661 615,pl. Tysiąclecia 01/37,Tczew,United Kingdom,54-606,41,Male,2025-06-19,1373
94,Rudolph,Gutknecht,shering@example.org,+49(0)8607 99657,Marlis-Budig-Weg 1,Uelzen,Réunion,25729,75,Male,2023-12-03,"7868,3696,9122"
95,Giacinto,Berrè,wsimeoni@example.com,+39 35344420890,"Contrada Gioachino, 711 Piano 3",Andezeno,Siria,35126,75,Male,2026-03-03,
96,Sigmar,Weller,bozena22@example.org,+49(0)4616 66472,Kensyallee 4/6,Greiz,Schweiz,78588,73,Other,2011-12-02,"3783,3389,3431"
97,Sophie,Rey,sbuisson@example.net,0432369115,"63, boulevard de Guillet",MullerVille,Équateur,75869,59,Other,2012-02-01,"6974,9615"
98,Philipp,Schmidt,louisapraxmarer@example.com,+43 5416 92178 295,Karoline-Hofmeister-Ring 91,Oberpullendorf,Simbabwe,9212,67,Female,2014-09-08,7373
99,Giorgia,Gagliano,qcallegari@example.org,3907977862,"Via Micheletto, 33 Piano 6",Villa Torre,Vietnam,98167,77,Male,2023-11-16,"1283,7296,4047"
100,Rodolfo,Balbi,barozziagostino@example.org,0166925731,"Rotonda Monti, 846 Piano 2",Torassi,Macao,16144,26,Male,2018-12-15,6115
101,Joséphine,Delattre,davidboulanger@example.com,+33 (0)1 88 11 09 94,"8, avenue Morvan",Sainte Lucedan,Bosnie-Herzégovine,40830,73,Other,2016-01-15,"1914,6178"
