customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
74,Ilka,Siering,uraedel@example.com,(03084) 03802,Jockelweg 8029,Gerolzhofen,Oman,25698,52,Female,2019-10-09,"4591,4881,2084"
75,Eugène,Noël,ameliehardy@example.com,0222528531,"17, chemin Marie",Roussetdan,Antarctique,97432,63,Female,2013-11-15,"4445,4611,7396"
76,Marissa,Metzler,claire36@example.org,05452/00635246,Binderweg 3/3,Frauenkirchen,Schweiz,8547,65,Other,2019-07-26,5845
77,Victor,Neuschäfer,inesgotthard@example.com,+49 (0) 0370 998467,Löfflergasse 2-3,Goslar,Somalia,46964,79,Other,2024-12-25,"2257,7033"
78,Christina,Siering,dhertrampf@example.org,+49(0)4628 953626,Schinkeplatz 20,Celle,Sierra Leone,39012,28,Female,2019-10-04,"3469,4340,2775"
79,Sandalio,Fortuny,htormo@example.com,+34 877 86 74 35,Paseo de Gregorio Egea 15,Ceuta,Ucrania,40930,55,Female,2012-10-11,"6553,7354"
80,Élodie,Leblanc,rousseltheodore@example.org,0427498794,"19, rue de Benoit",Saint Suzanne,Saint-Kitts et Nevis,94790,34,Male,2011-08-02,"5925,6031,8465"
81,Sophia,Krainz,malenaschoepf@example.com,+43 (0) 6471 86868229,Oberndorferweg 5,Köflach,Brunei Darussalam,6368,50,Male,2014-07-16,"9919,5455,6311"
82,Luce,Schmitt,rrossi@example.com,03 70 93 95 44,"6, chemin Henriette Delaunay",Goncalves,Cook (Îles),71915,51,Other,2025-04-07,9170
83,Diane,Lecoq,huguesrodrigues@example.com,+33 2 30 04 74 61,"205, chemin Julien Renard",Monnier-la-Forêt,Cambodge,23283,79,Female,2021-05-03,"5265,1173,8929"
84,Marcus,Walton,wilsonpaige@example.org,0141 4960796,482 Parkes Ferry,North Arthur,Germany,SG7P 4SG,57,Male,2018-06-13,"9870,8048"
85,Ewa,Kubanek,lojnela@example.org,537 310 909,pl. Mickiewicza 50/50,Toruń,Bhutan,11-339,47,Male,2020-09-08,
86,Carlotta,Reitbauer,edda28@example.org,+43 346734905904,Königgasse 922,Voitsberg,Bahrain,1308,56,Other,2023-07-15,7550
87,Gavin,Smith,elizabeth56@example.net,+44(0)9098790468,Studio 01v\nLambert Lodge,Port Bernard,Brunei Darussalam,OX51 3SR,42,Female,2024-09-04,
88,Luc,Gomes,patriciamarchal@example.org,0519295742,"32, rue Bruneau",Grégoireboeuf,Suède,97198,47,Other,2014-06-13,"3952,2376"
89,Justyna,Kurzac,gkukier@example.net,+48 788 025 962,al. Wiosenna 23/44,Jawor,Malaysia,02-583,79,Male,2013-11-28,"1147,8607"
90,Veronica,Lattuada,valentinaraurica@example.net,0819926750,"Rotonda Pagliaro, 35",Penon,Isole Vergini Britanniche,10044,58,Female,2022-10-20,9765
91,Geert,Wesack,jens-uwe32@example.org,04600 650174,Meinhard-Etzold-Platz 997,Döbeln,Rumänien,32469,22,Other,2017-08-30,"1119,6466"
92,Marissa,Grasso,pirelligermana@example.org,0737268914,"Incrocio Squarcione, 21",Ula' Tirso,Sud Africa,02048,76,Other,2017-02-12,"5105,5757,6943"
93,Bruno,Palacio,curro05@example.com,+34 874 957 658,Vial de Perlita Luís 723 Piso 5 ,Málaga,Chile,46207,59,Male,2013-01-17,"7112,2990,6212"
94,Armida,Diéguez,nazaret24@example.net,+34881384175,Avenida Eugenio Ferrer 9,Asturias,Omán,31799,38,Female,2015-12-28,
95,Lina,Graf,philippaurelio@example.org,05520/71253471,Kalina-Röck-Straße 444,Groß-Siegharts,Kongo,1188,72,Male,2022-04-03,"7014,8264,2798"
96,Hans-Gerd,Zimmer,seifertdorina@example.com,+49(0)9098 134151,Mohauptgasse 67-10,Fallingbostel,Dominica,71803,40,Female,2019-04-05,"3661,7165"
97,Shane,Steele,psmith@example.net,+44115 4960401,Studio 98H\nHolly Ferry,Gillburgh,Sri Lanka,W27 6AF,36,Male,2015-09-29,2850
98,Marzena,Mühle,wulfalena@example.org,02938 997672,Kitzmanngasse 9,Gunzenhausen,Deutschland,33771,74,Female,2010-10-12,"4190,6350"
99,Ruben,Scheer,kalina50@example.net,+43 (0) 4877 76829190,Eduard-Ostermann-Straße 04,Wörgl,Slowakei,2066,32,Male,2016-08-09,"6603,9011"
100,Anacleto,Folch,villalbaanita@example.org,+34975 599 338,Camino de María Luisa Álvaro 98 Piso 9 ,Melilla,Malta,25235,48,Other,2014-07-19,3168
101,Matteo,Gertz,frank-michael91@example.net,(09069) 12034,Baumplatz 9/3,Lörrach,Guam,42589,30,Other,2012-11-14,
