customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
20260425000058,Lorenz,Heger,fabiohebenstreit@example.net,03824/00881477,Fröschlgasse 5/9,Purbach am Neusiedler See,Tschad,9265,77,Other,2019-02-09,1917
20260425000059,Florentina,Neugebauer,pachernatan@example.org,+43 1 90189 956,Sieglweg 1,Villach,Britische Jungferninseln,3382,32,Male,2023-03-08,5105
20260425000060,Jürg,Knecht,constantin51@example.org,+41 27 364 02 01,Leunbergerstrasse 52,Hinwil,Dschibuti,1449,41,Other,2015-03-24,
20260425000061,Thorsten,Weinhage,taescheguiseppe@example.net,03103 40873,Trude-Schmiedt-Platz 48,Aschaffenburg,Brasilien,84150,24,Male,2021-08-10,3951
20260425000062,Anne-Kathrin,Kuhl,tillrenner@example.net,+49 (0) 8582 757217,Jäkelallee 7,Stendal,Angola,60569,35,Male,2010-09-17,7165
20260425000063,Rudi,Binner,marisa47@example.net,05314817672,Ramona-Beier-Gasse 6/6,Ludwigsburg,Tunesien,51754,51,Other,2020-03-02,"4573,9712"
20260425000064,Anina,Küng,pkeller@example.org,052 908 92 48,Eggerstrasse 30,Gossau,Sonderverwaltungszone Hongkong,8259,25,Female,2016-10-18,"6465,6654,9754"
20260425000065,Nazmi,Käser,hofstetterahmed@example.com,052 629 02 64,Steffenstrasse 62,Siders,Serbien,6234,24,Female,2023-06-21,"5870,3758"
20260425000066,Terry,Ellis,owenparsons@example.net,(0306) 9990357,888 Cross Crest,Barkerport,Thailand,S5D 4EF,34,Female,2014-05-26,
20260425000067,Aurore,Teixeira,colletaudrey@example.net,05 36 44 13 70,"3, avenue de Blanc",Barre-la-Forêt,Singapour,54380,37,Female,2010-10-07,"1016,4873,1673"
20260425000068,Gail,Day,brookesjulia@example.net,01614960426,63 Thomas Rest,Janetborough,Spain,W0 4HE,64,Other,2013-03-14,"3598,3037"
20260425000069,Valentina,Munari,passalacquamarissa@example.net,033292134,"Rotonda Gianpaolo, 0 Piano 6",Poggio Rusco,Guinea,23873,18,Female,2024-04-26,4903
20260425000070,Sena,Heinzl,lucia29@example.net,+43 3379 04772 250,Soraya-Hochleitner-Straße 77,Waidhofen an der Ybbs,Bangladesch,5729,26,Female,2023-06-12,"6585,8696,2605"
20260425000071,Bert,Albers,roehrichtharro@example.com,+49(0) 219242065,Ludmila-Kambs-Weg 5-9,Arnstadt,Amerikanische Jungferninseln,31343,49,Other,2026-04-10,8048
20260425000072,Aaron,Wurzer,pesendorfermira@example.org,+43 7767 51200 680,Wienerplatz 4/7,Mureck,Äußeres Ozeanien,4747,36,Other,2011-05-20,
20260425000073,Nicole,Felder,ladina97@example.com,+41 26 909 41 69,Wirzstrasse 18,Wallisellen,Bangladesch,4056,64,Other,2011-05-01,"1687,8340"
20260425000074,Corinne,Paris,etessier@example.net,0586816500,boulevard Laurent,Sainte Honoré,Belgique,81970,66,Male,2020-04-28,
20260425000075,Diane,Miles,kate41@example.com,(0117) 496 0683,Studio 4\nTaylor Islands,Joshuafurt,Lesotho,B4U 2FP,73,Male,2013-11-10,"7532,1497,7364"
20260425000076,Malte,Schuster,zgorlitz@example.net,05208 62682,Schäferstr. 0,Burglengenfeld,Tuvalu,18299,46,Female,2016-11-30,
20260425000077,Dennis,Haider,alara59@example.org,(06100) 62065 436,Timon-Zangerl-Gasse 93,Wörgl,Papua-Neuguinea,6583,45,Female,2020-10-24,2537
20260425000078,Gianna,Trobbiani,tsalandra@example.net,3420071259,"Strada Dionigi, 84",Fasana Polesine,Guyana Francese,24027,79,Male,2017-05-15,
20260425000079,Robert,Sajda,zyrekanita@example.org,22 287 70 60,pl. Skłodowskiej-Curie 17/33,Bochnia,El Salvador,69-446,55,Other,2010-04-18,
20260425000080,Ugolino,Bettin,santino17@example.org,+39 037312640,"Via Iolanda, 39 Appartamento 5",Masciago,Indonesia,40041,28,Other,2013-10-10,
20260425000081,Anne,Poirier,christellejacob@example.net,+33 (0)1 42 69 06 79,chemin de Boulanger,GrondinVille,Côte d'Ivoire,15213,76,Female,2023-06-14,
20260425000082,Inge,Bolliger,luisschafer@example.org,031 978 59 59,Favrestrasse 6,Gossau,St. Pierre und Miquelon,4153,50,Other,2020-11-25,4347
20260425000083,Oreste,Micca,duranterighi@example.com,+39 0707207259,"Stretto Caterina, 127",Roccafinadamo,Repubblica Centrale Africana,28865,44,Male,2021-04-18,"7935,5759"
20260425000084,Luitgard,Kitzmann,gerhildlinke@example.net,+49 (0) 2845 728368,Baumallee 4/7,Lippstadt,Antigua und Barbuda,87594,61,Other,2014-03-15,"5664,1699,9124"
20260425000085,Federica,Abbagnale,gullottaorazio@example.net,+39 0124887498,"Viale Pasqual, 99",Arzergrande,Ucraina,36052,48,Male,2014-08-18,"7141,9153"
20260425000086,Édith,Gomez,gregoireklein@example.com,+33 5 17 44 95 49,"64, chemin Mathilde Brun",Besson-sur-Colas,Géorgie,32524,53,Female,2011-05-11,"8139,7785,1566"
20260425000087,Lisa-Marie,Kain,ilammer@example.org,+43 291003464237,Kai-Rieger-Gasse 0/1,Gmünd in Kärnten,Thailand,9688,20,Female,2016-12-04,"2932,8337"
20260425000088,Annette,Campbell,shaundavis@example.net,+44151 496 0102,Flat 81F\nMohammed Mills,Joycebury,Kazakhstan,TS5R 0WF,57,Male,2022-03-03,
20260425000089,Amber,Cook,lesleycoles@example.org,+44(0)117 4960579,Studio 8\nPaula Trace,Garethton,Guyana,OL39 2JJ,47,Female,2023-08-31,
20260425000090,Brenda,Singh,millerpaul@example.com,01914960189,Studio 0\nOwen Run,Leonardfurt,Cyprus,BD3 2SQ,61,Female,2025-11-29,"8188,9559"
20260425000091,Edmund,Naser,friedlhuhn@example.net,08314 94215,Ben-Klotz-Straße 57/85,Paderborn,Äquatorialguinea,02373,43,Female,2016-11-22,
20260425000092,Julian,Mühlberger,hoeflernicola@example.org,+43 2536 38360 491,Mona-Schrittwieser-Weg 625,Perg,Niger,7086,42,Male,2010-09-02,"6977,8074"
20260425000093,Igor,Wyrostek,wziatekmateusz@example.org,+48 576 230 830,plac Powstańców Wielkopolskich 028,Jastrzębie-Zdrój,Argentina,68-884,32,Female,2024-08-04,
20260425000094,Bodo,Steinberg,vwieloch@example.com,(07163) 05683,Raphaela-Stroh-Ring 1,Biedenkopf,Norwegen,26913,47,Female,2020-12-28,1056
20260425000095,Wolf,Rogner,arnulf41@example.net,+49 (0) 9729 067258,Schuchhardtgasse 8-2,Gunzenhausen,Dänemark,79550,70,Other,2013-05-01,1464
20260425000096,Iwo,Majsterek,bakiewiczwiktor@example.com,+48 661 218 713,ul. Malczewskiego 46,Głogów,Albania,10-507,79,Female,2014-08-21,"2086,2630,8598"
20260425000097,Viviana,Mascaró,marcial60@example.org,+34 936 531 799,Paseo de Chema Salmerón 92,Ceuta,Japón,22110,44,Male,2025-08-25,"3794,2159"
20260425000098,Leontina,Spiegl,rachelbuchner@example.com,+43 (0) 7473 79909217,Kreidlring 446,Mautern an der Donau,Madagaskar,1693,38,Other,2013-08-04,"6413,8848"
20260425000099,Renata,Ritacca,alfonsipiergiorgio@example.org,+39 377920002,"Canale Luca, 734 Appartamento 37",Isola Del Giglio,Gibuti,10145,67,Female,2025-09-04,"9836,8875,9296"
20260425000100,Kornelia,Nitkiewicz,albert77@example.net,792 575 558,ul. Jaśminowa 25/50,Nowy Dwór Mazowiecki,Slovenia,57-070,63,Other,2019-12-31,"6613,2988,6699"
