customer_id,first_name,last_name,email,phone_number,address,city,country,postal_code,age,gender,registration_date,related_accounts
20260424000048,Nora,Trapp,benderfriedemann@example.net,07792 47445,Andrey-Werner-Straße 6/8,Nordhausen,Armenien,06636,49,Female,2016-05-29,"4186,8888"
20260424000049,Alfio,Galiazzo,mercantininino@example.org,+39 0305757172,"Incrocio Luca, 67",Villa Moscosi,Danimarca,43048,55,Female,2010-05-09,3910
20260424000050,Radosław,Pizoń,zbryda@example.com,797 479 201,al. Warszawska 80,Iława,Benin,96-945,31,Female,2025-06-21,
20260424000051,Rosaria,Hodel,edon91@example.com,055 973 25 52,Blaserstrasse 55,Uzwil,Katar,3773,79,Female,2012-11-23,
20260424000052,Elzbieta,Plath,viktorkobelt@example.net,07886519402,Dragica-Schweitzer-Platz 5,Kehl,Angola,62219,73,Male,2012-08-25,"1101,2726"
20260424000053,Tobiasz,Trzyna,dziedzinahubert@example.com,606 798 866,al. Słowackiego 268,Wrocław,Fiji,16-684,35,Female,2025-03-25,
20260424000054,Ekrem,Ditschlerin,ingeburgbirnbaum@example.com,+49 (0) 9533 561680,Bolzmannweg 52/73,Ravensburg,Niederländische Antillen,55324,43,Female,2010-06-09,
20260424000055,Bianka,Iskierka,cezarymazan@example.org,+48 32 666 62 72,ul. Jadwigi 32,Luboń,Maldives,33-966,79,Male,2011-03-10,2099
20260424000056,Jacopo,Barracco,allegra73@example.org,097455414,"Viale Ginese, 935 Appartamento 8",Brenner,Cile,47016,67,Female,2017-03-01,"5303,6590"
20260424000057,Mike,Pechel,friedo42@example.org,0190229097,Wirthring 2363,Mittweida,Honduras,45382,73,Other,2011-10-31,
20260424000058,Ruy,Llorens,judith60@example.org,+34 974 749 036,Plaza Severino Melero 83 Piso 1 ,Tarragona,Bahamas,15748,36,Female,2018-02-07,6061
20260424000059,Mathilde,Gomes,margotpinto@example.org,+33 (0)2 76 58 84 34,"3, rue de Dumont",Joubert,Rwanda,02233,64,Other,2015-08-23,"5344,4312"
20260424000060,Melissa,Spitzer,isabelle78@example.org,+43 (0) 1 18735595,Lara-Sophie-Werner-Ring 70,Wolkersdorf,Britische Jungferninseln,1948,65,Female,2021-03-12,"3817,5388,2557"
20260424000061,Paul-Heinz,Ackermann,nmartin@example.com,08550 715191,Kuhlallee 31/89,Bamberg,Brunei Darussalam,12903,53,Other,2023-05-27,"7450,9609,4808"
20260424000062,Danny,Thomson,brett44@example.net,0808 157 0362,01 Jane Bypass,Ruthview,Poland,B8 7JY,42,Female,2014-05-25,"6972,2682"
20260424000063,Joaquina,Hoz,redondoandres@example.org,+34 920 284 768,Urbanización Renato Puente 82,Huelva,Tayikistán,03552,24,Male,2016-01-08,"4216,8089"
20260424000064,Jobst,Freudenberger,strohjo@example.org,04864 118544,Salzallee 7509,Wittmund,St. Lucia,87647,45,Male,2014-09-27,"7256,1607"
20260424000065,Roxana,Juliá,ibanezmarita@example.org,+34 820 30 18 54,Plaza de Josué Iniesta 723 Puerta 7 ,Zaragoza,Guinea Bissau,03535,45,Female,2021-06-16,"7688,7447"
20260424000066,Tymoteusz,Palak,rborysiak@example.org,783 855 018,ulica Cedrowa 334,Koszalin,France,87-334,35,Other,2014-04-11,"7116,4160"
20260424000067,Gabriele,Kühnert,meinolfscheel@example.com,+49(0) 832902018,Hans-Joachim-Römer-Allee 8-1,Gütersloh,Bahrain,53068,65,Female,2011-09-20,"2432,2707,9917"
20260424000068,Elvira,Leon,riverotrinidad@example.net,+34 931 54 40 58,Via Jeremías Poza 481,Lugo,Mauritania,31149,28,Other,2015-03-20,
20260424000069,Sylvia,Scamarcio,giuliabernetti@example.com,+39 05866078061,"Piazza Valentino, 76 Appartamento 4",Coreggia,Tanzania,70033,41,Male,2025-01-25,5204
20260424000070,Dorothée,Maillard,lemonniermichel@example.org,05 65 48 07 80,"544, chemin de Gillet",Julien,Seychelles,97364,47,Male,2024-04-17,"9142,8658"
20260424000071,Molly,James,tjames@example.com,+44(0)1314960091,Studio 6\nBenjamin Ville,Pagetown,Zambia,CR6B 3WW,80,Female,2022-05-18,"4149,2346"
20260424000072,Zoé,Normand,eugene08@example.com,+33 (0)4 73 53 46 97,"71, chemin Hernandez",Saint Eugène,Tunisie,86741,31,Female,2014-08-23,
20260424000073,Émile,Carpentier,cjean@example.org,+33 4 34 82 63 41,"66, chemin de Lagarde",Dias,Mongolie,39682,46,Female,2011-10-02,
20260424000074,Amalia,Salamanca,maricelacanton@example.net,+34 979 032 900,Avenida de Clara Díez 44 Apt. 47 ,Ourense,Bahamas,33223,21,Other,2012-01-02,9120
20260424000075,Cecilio,Pozuelo,hortensia65@example.net,+34803 92 28 71,Plaza de Purificación Diéguez 40,Zaragoza,Kiribati,27534,68,Other,2010-01-03,
20260424000076,Ferdinand,Kern,yaeliten@example.org,022 594 12 00,Langstrasse 762,Arbon,Afghanistan,4724,42,Female,2023-05-21,"7769,9089"
20260424000077,François,Schmidt,sbader@example.com,+41 44 290 00 71,Toblerstrasse 27,Hinwil,Vanuatu,8817,79,Female,2024-05-14,
20260424000078,Ágata,Clavero,gutierrezangel@example.net,+34 820257500,Paseo de Emigdio Garzón 27,Huelva,Francia,20745,37,Female,2016-08-16,
20260424000079,Leopoldo,Ayala,alvaro60@example.com,+34888 66 97 15,Cuesta de Pío Parejo 280,Lleida,Brasil,18374,31,Male,2024-09-02,"3524,5298"
20260424000080,Guenther,Löchel,ewalter@example.org,+49(0) 563547905,Lara-van der Dussen-Ring 77-41,Beilngries,Ägypten,96720,21,Other,2013-05-10,6900
20260424000081,Marek,Salwin,vmedrala@example.org,+48 734 940 656,plac Poniatowskiego 369,Środa Wielkopolska,Tanzania,29-234,65,Other,2021-10-23,"6018,4180"
20260424000082,Gilles,Rey,christiane58@example.com,+33 (0)3 84 58 06 28,boulevard Valette,Hoarau-sur-Leroy,Chili,97479,50,Other,2010-05-09,"6573,1754"
20260424000083,Panfilo,Necci,vittoriospallanzani@example.net,+39 08329678899,"Viale Donna, 7",Sisini,Northern Mariana Islands,10144,64,Other,2014-09-30,
20260424000084,Nadja,Angerer,hseiler@example.net,07368/11149344,Martin-Felder-Straße 1/3,Tulln an der Donau,Deutschland,5353,60,Other,2017-12-17,"7398,8595"
20260424000085,Sophie,Holland,joseph17@example.com,+44(0)1134960665,Flat 5\nHollie Walk,Christianview,Finland,ST65 1JL,72,Other,2021-07-26,"7274,2473"
20260424000086,Françoise,Léger,vasseurmartin@example.net,+33 (0)2 32 42 28 60,"61, chemin de Dupont",MarionVille,Guam,05397,75,Other,2010-01-29,
20260424000087,Dimas,Ferrer,xmachado@example.org,+34 807 98 63 73,Calle Ainoa Torre 98,Melilla,Serbia,23636,63,Male,2022-01-24,9600
20260424000088,Elliot,Morgan,fullerkayleigh@example.org,0191 498 0376,78 Gareth Gardens,Grantbury,Ecuador,CH6V 1NY,26,Female,2024-08-30,
20260424000089,Benito,Marquez,dsastre@example.net,+34985474196,Plaza de Eleuterio Gual 97,Melilla,Rumania,06656,19,Female,2024-08-01,4943
20260424000090,Sigurd,Krein,sybilleweiss@example.org,02294253275,Hertrampfring 1/6,Weimar,Eritrea,41328,50,Male,2021-02-20,8665
20260424000091,Borys,Frankowicz,faltynkazimierz@example.com,+48 881 384 461,aleja Przemysłowa 58/01,Goleniów,Poland,32-473,22,Female,2022-09-18,"2491,6625"
20260424000092,Guenter,Dörr,ann-kathrinnette@example.org,+49(0)4859 62856,Zänkerring 3-2,Hettstedt,Litauen,32992,35,Other,2025-09-13,"7919,4053,2432"
20260424000093,Vicente,Valcárcel,hermenegildosilva@example.net,+34928 908 998,Alameda René Díez 3 Puerta 2 ,Teruel,Tuvalu,17616,25,Male,2014-08-23,"7750,7062"
20260424000094,Léon,Brunner,felicitasfurrer@example.org,+41 41 134 70 23,Rüeggstrasse 651,Cham,Sambia,4206,23,Male,2026-01-27,"8242,7509"
20260424000095,Guy,Lewis,beverleywilson@example.org,0115 496 0730,734 Cooper Light,Harrisonville,Dominica,M8F 4TY,34,Female,2012-09-27,"6128,9579"
20260424000096,Isabella,Kunz,schmidingerjosef@example.com,06215 72434 931,Bauerstr. 895,Herzogenburg,Neuseeland,5475,42,Male,2020-08-31,"7197,9454,7723"
20260424000097,Adrian,Jędrys,ciasnicole@example.net,668 934 800,aleja Orla 97,Mińsk Mazowiecki,Lithuania,25-348,48,Other,2014-02-01,4421
20260424000098,Timothée,Potier,suzanne56@example.net,+33 4 83 69 34 17,"9, chemin de Blanchard",Lopez-sur-Lecomte,Canada,77171,43,Male,2015-03-26,"7147,6728,3805"
20260424000099,Vassilios,Bärer,zofialuebs@example.org,06104 39599,Miodrag-Schuster-Ring 46-60,Rothenburg ob der Tauber,Montserrat,03060,43,Female,2020-10-25,4624
20260424000100,Uli,Haering,domenicotrapp@example.org,00431203549,Nina-Pieper-Weg 813,Sondershausen,El Salvador,83875,28,Female,2019-12-23,
